Partner Name,Year,Export (US$ Thousand),Import (US$ Thousand),Export Product Share (%),Import Product Share (%),Revealed comparative advantage,World Growth (%),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
Dominican Republic,2015,16968055.84,8603609.9,100.0,100,1.0,-1.27,-1.27,3.87,4.38,44857.0,24.63,72.81,0.21,2.35,815.38,0.0,2088202.49,9545395.5,317527.2,9.81,12.06,804860.0,70.59,22.14,28.77,101.78,3000.0,0.0,7411231.65,9862922.71,0.0
Algeria,2015,71243208.04,35596335.46,100.0,100,1.0,-5.99,-5.99,5.02,0.54,18575.0,16.63,72.17,2.38,8.81,815.38,0.0,54264662.69,72010997.6,20134200.55,9.26,2.78,520433.0,68.38,23.32,50.5,182.16,3000.0,0.0,91889592.54,92145198.15,0.0
Ecuador,2015,20548849.97,20819119.36,100.0,100,1.0,-11.84,-11.84,4.16,5.7,55142.0,22.08,67.22,1.87,8.82,3000.0,0.0,9037288.24,24912723.95,443971.03,9.61,10.9,896267.0,71.16,22.47,23.24,80.25,3000.0,0.0,21187035.94,25356694.98,0.0
"Egypt, Arab Rep.",2015,90514992.14,24661398.75,100.0,100,1.0,1.85,1.85,2.42,2.99,121730.0,17.89,77.63,0.38,4.1,3000.0,0.0,18980777.42,37015145.34,1801735.46,9.26,7.72,1199024.0,70.19,23.11,14.04,51.97,3000.0,0.0,36570090.81,38816880.56,0.25
Eritrea,2015,476427.88,455659.11,100.0,100,,,,4.25,0.48,3075.0,57.66,28.33,2.34,11.67,274.5,0.0,291.65,402587.2,49392.08,10.41,3.59,145514.0,68.29,21.55,104.07,376.85,3000.0,0.0,38090.38,451979.28,0.0
Western Sahara,2015,1636.36,1334.73,100.0,100,,,,4.04,3.74,1772.0,80.7,19.3,0.0,0.0,60.0,0.0,0.0,1349.73,286.07,8.56,8.85,73401.0,72.08,21.89,35.78,213.88,1135.85,0.0,1015.34,1635.81,0.0
Spain,2015,290083894.04,261242864.47,100.0,100,1.0,-7.06,-7.06,6.09,6.47,310259.0,51.59,45.6,0.68,2.13,3000.0,0.0,32734563.24,92358509.32,743620.47,8.78,8.43,1460859.0,69.76,24.12,6.13,22.71,3000.0,0.0,82187174.2,93102129.78,0.0
Estonia,2015,16785449.32,12406003.18,100.0,100,1.0,-11.72,-11.72,4.79,4.03,41388.0,45.36,50.76,0.88,2.99,3000.0,0.0,682915.55,3813920.96,142156.36,9.05,5.8,882552.0,70.87,23.27,30.02,95.02,3000.0,0.0,2420708.98,3956077.33,0.0
Ethiopia(excludes Eritrea),2015,12201471.67,2946866.48,100.0,100,1.0,2.83,2.83,5.93,6.79,17020.0,39.06,57.02,0.35,3.57,2460.39,0.0,576870.1,3101800.06,530915.16,10.27,13.17,502565.0,70.41,21.67,49.57,184.3,3000.0,0.0,3600327.55,3632715.22,0.0
Finland,2015,60099743.26,64827845.5,100.0,100,1.0,-11.47,-11.47,5.47,3.6,105409.0,46.78,50.66,0.41,2.15,3000.0,0.0,2964040.1,26197765.23,719463.89,8.43,5.43,1116773.0,69.84,24.62,14.96,43.75,3000.0,0.0,21306391.8,26917229.12,0.0
Fiji,2015,2223243.51,724330.03,100.0,100,1.0,-16.47,-16.47,5.11,5.81,12645.0,27.63,70.3,0.25,1.82,1301.88,0.0,17773.0,800967.13,95218.89,10.23,18.19,749587.0,70.85,21.53,100.07,351.47,3000.0,0.0,815474.85,896186.01,0.0
Falkland Island,2015,480232.22,203886.73,100.0,100,,,,4.71,1.62,1874.0,12.33,85.65,0.53,1.49,82.0,0.0,178.79,328777.49,32837.45,10.44,10.74,95774.0,67.35,24.08,50.48,387.19,3000.0,0.0,49033.4,361614.94,0.0
France,2015,540033592.34,518121260.42,100.0,100,1.0,-7.6,-7.6,6.42,6.95,363316.0,52.51,44.58,0.64,2.27,3000.0,0.0,48201428.05,215113049.66,422926.44,8.87,8.17,1486652.0,69.59,24.31,5.3,19.66,3000.0,0.0,182559819.19,215535795.09,181.01
Free Zones,2015,7287526.65,6867758.81,100.0,100,,,,8.4,6.06,12508.0,78.05,21.27,0.42,0.26,200.0,0.0,150277.93,5407173.94,934970.81,8.52,8.05,738943.0,70.67,23.88,82.03,240.28,3000.0,0.0,5249752.27,6342144.75,0.0
Faeroe Islands,2015,1577158.36,1305308.79,100.0,100,,,,2.09,2.82,8122.0,20.41,77.64,0.64,1.31,150.04,0.0,37.61,1833808.94,206089.9,8.85,8.97,279749.0,69.6,24.2,53.11,160.13,3000.0,0.0,187205.62,2039898.83,0.0
"Micronesia, Fed. Sts.",2015,173306.05,23877.33,100.0,100,,,,6.09,3.94,1123.0,37.58,60.55,0.0,1.87,60.46,0.0,0.0,32412.97,2026.96,7.68,8.97,90510.0,67.47,29.32,112.64,145.68,3000.0,0.0,3216.06,34439.93,0.0
Gabon,2015,4894358.17,5969294.11,100.0,100,,,,6.77,1.32,13737.0,61.38,30.58,1.49,6.54,205.88,0.0,11097.88,5827798.32,153774.72,9.18,2.79,501261.0,68.99,24.13,63.83,187.36,3000.0,0.0,5953829.32,5981573.05,0.0
United Kingdom,2015,601429374.23,414126298.63,100.0,100,1.0,-4.73,-4.73,6.34,5.35,348032.0,52.74,44.65,0.68,1.93,3000.0,0.0,65852898.36,216264457.49,66275.3,8.76,7.34,1478624.0,69.64,24.39,5.5,19.87,3000.0,0.0,183667497.91,216330732.79,0.0
Georgia,2015,9421054.1,2246379.37,100.0,100,1.0,-7.85,-7.85,2.3,1.29,42394.0,13.29,80.16,0.2,6.35,754.3,0.0,677429.36,2384607.05,795155.19,9.15,7.16,727873.0,69.24,23.3,27.82,100.23,3000.0,0.0,2694980.53,3179762.24,0.0
Ghana,2015,18455807.48,11561980.52,100.0,100,1.0,-6.46,-6.46,2.7,0.98,30414.0,15.32,82.12,0.2,2.36,824.53,0.0,238617.22,12029466.59,4761161.35,9.35,5.76,853142.0,69.66,23.33,45.33,151.12,3000.0,0.0,13241939.15,16790627.95,0.0
Gibraltar,2015,14203603.41,419188.13,100.0,100,,,,5.87,3.26,7478.0,63.79,31.91,2.78,1.52,135.97,0.0,96824.34,2045604.13,15868.33,8.84,4.89,293911.0,69.81,24.69,59.67,156.63,3000.0,0.0,2051201.05,2061472.46,0.0
Guinea,2015,4342604.7,1882482.14,100.0,100,1.0,-7.68,-7.68,4.51,1.02,6422.0,31.31,68.47,0.08,0.14,274.5,0.0,39.38,1161424.26,2212685.82,9.32,3.95,359352.0,70.55,24.29,75.88,212.63,3000.0,0.0,1938266.85,3374110.08,0.0
"Gambia, The",2015,1135071.73,130123.06,100.0,100,1.0,0.92,0.92,3.13,1.09,4280.0,29.23,70.37,0.02,0.37,205.5,0.0,84.02,62420.62,96522.75,9.78,8.21,221410.0,71.66,24.22,72.03,141.33,3000.0,0.0,98802.3,158943.37,0.0
Guinea-Bissau,2015,424866.6,297824.7,100.0,100,,,,4.44,2.52,877.0,38.65,61.35,0.0,0.0,50.0,0.0,0.0,242312.72,40003.57,9.09,10.71,68560.0,70.5,24.91,146.98,211.4,3000.0,0.0,44796.14,282316.29,0.0
Equatorial Guinea,2015,2639406.73,6840181.88,100.0,100,,,,5.01,0.76,3271.0,51.02,48.15,0.52,0.31,30.0,0.0,11428918.0,12809483.65,13662.86,7.81,2.25,174887.0,67.77,28.4,98.41,106.14,3000.0,0.0,12689237.55,12823146.51,0.0
Greece,2015,41150954.14,24990129.12,100.0,100,1.0,-12.82,-12.82,3.9,3.95,84454.0,40.82,54.87,0.65,3.66,3000.0,0.0,4408821.86,10339478.11,349660.73,9.15,7.62,1178414.0,70.4,23.11,19.74,70.77,3000.0,0.0,9356347.09,10689138.84,0.0
Grenada,2015,278059.49,44555.16,100.0,100,1.0,4.38,4.38,6.26,1.97,3769.0,9.39,88.09,0.11,2.41,3000.0,0.0,234.44,31961.03,19502.48,10.2,12.37,253619.0,68.79,21.22,144.71,528.07,3000.0,0.0,29054.81,51463.51,0.0
Greenland,2015,1219767.6,812451.16,100.0,100,1.0,-12.14,-12.14,1.48,1.66,5569.0,7.7,86.53,0.16,5.6,274.5,0.0,1.84,1279960.28,95511.25,8.7,12.68,182940.0,65.71,26.12,61.88,206.66,3000.0,0.0,82275.31,1375471.53,0.0
Guatemala,2015,16594884.81,11239222.94,100.0,100,1.0,-1.73,-1.73,3.4,8.58,41078.0,24.82,69.82,0.75,4.61,630.0,0.0,3329542.39,10085756.53,1408294.5,9.36,15.1,1003238.0,71.05,22.53,34.77,122.0,3000.0,0.0,10252748.19,11494051.03,0.0
Guam,2015,807697.53,34798.84,100.0,100,,,,4.9,8.4,3179.0,70.27,26.11,0.94,2.67,754.3,0.0,414.99,14562.45,9857.29,9.73,10.3,424787.0,70.6,22.36,260.96,679.08,3000.0,0.0,20293.91,24419.74,0.0
Guyana,2015,1340273.47,1255436.45,100.0,100,1.0,-8.77,-8.77,4.0,2.13,5627.0,17.24,81.11,0.36,1.3,350.0,0.0,56945.54,814245.39,649188.48,10.42,11.43,307448.0,67.93,22.92,100.87,399.22,3000.0,0.0,1165066.02,1463433.88,0.0
"Hong Kong, China",2015,690116775.92,83953592.53,100.0,100,1.0,-3.5,-3.5,6.08,4.7,304462.0,68.65,28.35,0.77,2.22,3000.0,0.0,14016388.32,74927951.31,462187.9,8.67,7.6,1389328.0,70.32,23.9,5.94,20.43,3000.0,0.0,58940093.03,75390128.68,10.53
Heard Island and McDonald Isla,2015,734545.29,237.71,100.0,100,,,,8.95,5.27,181.0,58.56,37.57,0.0,3.87,45.0,0.0,0.0,2496.35,101.28,8.99,5.23,13930.0,67.8,24.29,185.08,424.31,1113.88,0.0,2545.26,2597.63,0.0
Honduras,2015,11400943.47,8517051.25,100.0,100,1.0,2.46,2.46,2.2,5.91,30419.0,19.87,74.56,0.85,4.71,513.0,0.0,3642267.57,8599082.49,927126.23,9.66,14.25,851723.0,70.54,22.32,44.35,155.52,3000.0,0.0,8875324.5,9526208.72,0.0
Croatia,2015,20148778.93,11003106.51,100.0,100,1.0,-5.21,-5.21,2.44,4.0,51794.0,32.62,63.3,0.26,3.82,3000.0,0.0,728883.21,3394241.01,466828.47,9.12,8.97,1108338.0,70.18,23.38,29.87,108.1,3000.0,0.0,3443215.81,3861069.48,0.0
Haiti,2015,4177604.5,1168093.77,100.0,100,,,,4.25,8.0,8905.0,23.55,72.15,0.35,3.95,513.0,0.0,617593.96,1149518.6,71302.61,10.52,14.81,326012.0,71.37,21.17,59.93,213.32,3000.0,0.0,1168182.31,1220821.21,0.0
Hungary,2015,87118676.62,98075100.32,100.0,100,1.0,-6.66,-6.66,4.93,6.38,116403.0,44.11,52.27,0.63,2.99,3000.0,0.0,8003038.91,23720980.09,1170815.62,8.89,8.75,1163252.0,69.87,23.81,14.06,49.1,3000.0,0.0,21886034.37,24891795.71,0.0
Indonesia,2015,156079173.31,177048641.78,100.0,100,1.0,-10.51,-10.51,4.88,5.29,246109.0,57.88,38.46,0.89,2.78,3000.0,0.0,67432509.09,190756711.54,5276787.18,8.71,7.92,1344931.0,70.54,23.92,7.21,23.06,3000.0,0.0,176951352.74,196033497.02,1.71
India,2015,347983711.67,255487338.57,100.0,100,1.0,-7.77,-7.77,6.1,6.65,500366.0,66.92,29.2,0.65,3.23,3000.0,0.0,118292409.59,310551649.01,325434.63,8.73,9.01,1481010.0,69.59,24.36,3.85,14.05,3000.0,0.0,280072775.82,310877067.88,15.77
British Indian Ocean Ter.,2015,27249.85,32458.37,100.0,100,,,,6.12,0.16,1297.0,18.74,76.95,0.46,3.86,608.6,0.0,254.12,2335.83,29451.02,9.48,4.42,87862.0,74.27,23.11,55.74,122.13,1857.87,0.0,4350.45,31786.86,0.0
Ireland,2015,69700938.83,142804694.88,100.0,100,1.0,-2.94,-2.94,5.47,5.05,84810.0,47.69,49.46,0.69,2.16,3000.0,0.0,26647385.46,75530414.75,254007.37,9.09,6.04,1086538.0,70.17,23.04,18.52,68.42,3000.0,0.0,46344395.74,75784422.11,0.0
"Iran, Islamic Rep.",2015,62699652.18,41329014.81,100.0,100,1.0,-12.46,-12.46,6.12,2.85,64495.0,63.62,26.81,1.62,7.95,3000.0,0.0,955029.39,38998609.25,349340.25,9.03,3.56,1043816.0,69.69,23.78,23.2,82.53,3000.0,0.0,34246969.53,39347949.49,0.0
Iraq,2015,52069158.87,54655379.3,100.0,100,,,,4.97,0.45,11824.0,27.17,65.96,1.7,5.18,225.0,0.0,70383324.95,70593305.42,1476546.99,9.48,1.93,413267.0,70.1,22.52,56.37,201.63,3000.0,0.0,72009985.9,72069852.41,0.0
Iceland,2015,7788605.21,5051549.86,100.0,100,1.0,-0.81,-0.81,2.85,1.28,47365.0,18.43,76.88,1.33,3.35,3000.0,0.0,209516.75,5162153.92,3279138.32,9.19,7.35,759558.0,70.89,23.24,22.89,71.33,3000.0,0.0,5450788.26,8441292.24,0.0
Israel,2015,84775318.72,62824381.72,100.0,100,1.0,-7.37,-7.37,3.19,2.41,213509.0,22.07,72.45,0.86,4.62,3000.0,0.0,12980246.91,73317666.08,2108997.83,8.69,6.56,1219729.0,70.28,23.73,7.68,26.55,3000.0,0.0,59066662.53,75426663.92,0.0
Italy,2015,385627355.58,446483817.69,100.0,100,1.0,-6.9,-6.9,5.98,6.55,393177.0,50.84,46.02,0.76,2.38,3000.0,0.0,74130034.75,211806609.26,162493.13,8.76,8.17,1472784.0,69.68,24.23,4.85,17.97,3000.0,0.0,189218057.81,211969102.39,0.0
Jamaica,2015,4576497.98,1263193.48,100.0,100,1.0,-7.5,-7.5,4.43,2.08,15055.0,19.37,76.51,0.59,3.53,513.0,0.0,121366.99,1389824.98,229971.2,10.73,10.75,560251.0,70.15,21.46,70.46,241.52,3000.0,0.0,524294.9,1619796.18,0.0
Jordan,2015,23632764.91,7533712.25,100.0,100,1.0,-5.11,-5.11,2.24,3.05,46494.0,15.58,82.35,0.41,1.66,815.38,0.0,1520564.85,6231981.1,744664.8,9.72,10.12,879190.0,69.82,22.57,29.42,114.46,3000.0,0.0,5340847.51,6976645.89,0.0
Japan,2015,595680877.63,714588499.06,100.0,100,1.0,-12.24,-12.24,5.92,5.86,457061.0,66.73,29.77,0.79,2.72,3000.0,0.0,192239346.14,788125997.5,138440.56,8.57,6.85,1457029.0,70.0,24.34,4.11,13.94,3000.0,0.0,601385987.74,788264438.06,0.0
Kazakhstan,2015,37335326.43,34534710.36,100.0,100,1.0,-13.96,-13.96,2.42,0.74,32441.0,43.67,54.07,0.75,1.51,754.3,0.0,2757178.74,76131945.92,3175320.57,9.11,2.43,810430.0,69.37,23.95,36.87,130.07,3000.0,0.0,77119547.76,79307266.49,0.0
Kenya,2015,21951117.22,5657441.04,100.0,100,1.0,,,2.66,10.05,44502.0,21.6,76.12,0.24,2.04,2460.39,0.0,2271864.78,6889991.53,382684.35,9.11,14.01,1128897.0,69.94,23.41,35.49,133.16,3000.0,0.0,5551410.55,7272675.88,0.0
Kyrgyz Republic,2015,7425689.54,1053956.15,100.0,100,1.0,-15.38,-15.38,2.62,0.95,7510.0,26.02,67.12,1.36,5.5,277.28,0.0,3200.37,208800.78,952287.82,10.65,6.87,374491.0,69.56,20.92,101.32,373.68,3000.0,0.0,1075477.72,1161088.6,0.0
Cambodia,2015,19831040.31,14590895.43,100.0,100,1.0,4.86,4.86,2.82,6.27,45077.0,34.19,61.72,0.55,3.55,1301.88,0.0,14131433.55,17556586.79,1175829.1,10.13,15.26,618030.0,73.08,21.14,18.85,60.52,3000.0,0.0,18411991.42,18732415.9,0.0
Kiribati,2015,184950.7,129290.65,100.0,100,1.0,-2.5,-2.5,6.46,5.73,987.0,43.67,55.72,0.2,0.41,50.0,0.0,0.22,120131.16,7891.37,8.69,9.78,94075.0,71.94,25.61,67.58,166.06,3000.0,0.0,10713.09,128022.53,0.0
St. Kitts and Nevis,2015,396088.95,101381.8,100.0,100,1.0,5.29,5.29,3.07,0.98,3942.0,13.77,85.13,0.25,0.84,145.0,0.0,186.02,82449.31,34098.07,10.89,5.6,254091.0,68.64,21.68,132.98,490.89,3000.0,0.0,102457.87,116547.39,0.0
"Korea, Rep.",2015,432866802.98,552012684.22,100.0,100,1.0,-8.87,-8.87,4.11,3.55,391951.0,36.49,61.36,0.48,1.66,3000.0,0.0,126150972.13,588701405.11,2101510.38,8.64,5.93,1431811.0,70.09,24.18,4.74,16.18,3000.0,0.0,410994134.81,590802915.49,0.0
Kuwait,2015,35060604.26,57935045.63,100.0,100,1.0,-0.85,-0.85,3.79,1.42,28276.0,51.53,46.66,0.96,0.85,754.3,0.0,67393650.75,75839695.69,305822.16,9.47,2.77,721272.0,70.83,22.96,39.75,118.66,3000.0,0.0,74305625.35,76145517.84,0.0
Lao PDR,2015,6804900.39,4290272.36,100.0,100,1.0,-7.88,-7.88,1.9,1.32,13281.0,20.01,77.99,0.12,1.87,754.3,0.0,86772.39,2446142.44,2130815.51,9.94,6.74,432674.0,70.73,22.92,50.21,156.74,3000.0,0.0,3890158.35,4576957.95,0.0
Lebanon,2015,25312047.57,3251158.17,100.0,100,1.0,-4.72,-4.72,4.09,3.16,71045.0,19.53,71.68,0.93,7.86,756.15,0.0,573070.97,2940161.5,359128.08,9.71,10.46,1003051.0,70.05,22.53,21.62,83.11,3000.0,0.0,3075724.0,3299289.58,0.0
Liberia,2015,9654059.66,1758596.37,100.0,100,,,,3.82,0.77,4885.0,44.69,54.92,0.16,0.23,100.0,0.0,123957.14,1295923.86,708007.31,8.09,4.04,249800.0,69.33,25.8,74.12,175.19,3000.0,0.0,1460721.76,2003931.17,0.0
Libya,2015,17506517.5,11692190.32,100.0,100,,,,4.86,0.53,7502.0,50.81,48.25,0.52,0.41,513.0,0.0,28688256.53,30160704.39,6449672.4,8.18,2.25,296659.0,67.92,26.97,62.98,138.88,3000.0,0.0,36343618.87,36610376.79,0.0
St. Lucia,2015,4373151.97,2150939.93,100.0,100,1.0,-4.68,-4.68,3.74,3.27,3522.0,18.43,80.38,0.4,0.8,754.3,0.0,5865.85,26296.71,30079.6,9.43,17.02,285629.0,69.5,22.67,167.46,467.46,3000.0,0.0,46822.19,56376.31,0.0
Sri Lanka,2015,22362982.16,11099971.22,100.0,100,1.0,-0.72,-0.72,6.05,10.14,88396.0,53.99,37.66,1.55,6.79,3000.0,0.0,8908296.16,15240875.85,71190.03,9.71,13.16,1055319.0,70.98,21.99,17.58,66.34,3000.0,0.0,13469570.59,15312065.89,0.0
Lesotho,2015,1434315.2,964951.08,100.0,100,1.0,-0.5,-0.5,0.66,1.44,4731.0,10.48,88.35,0.04,1.12,60.0,0.0,37440.92,446067.15,853585.55,10.01,10.89,473183.0,70.5,21.9,173.73,586.11,3000.0,0.0,1270274.32,1299652.7,0.0
Lithuania,2015,23230282.31,19243998.35,100.0,100,1.0,-10.55,-10.55,6.19,8.83,64449.0,48.89,45.14,1.21,4.76,1430.31,0.0,2441140.4,5773651.69,80956.02,9.14,11.74,1057018.0,70.83,23.07,23.3,76.77,3000.0,0.0,5047739.47,5854607.7,0.0
Luxembourg,2015,22322881.13,16797151.57,100.0,100,1.0,-10.05,-10.05,4.52,3.77,33203.0,42.32,55.65,0.27,1.76,3000.0,0.0,170438.66,2546120.82,388843.0,8.95,6.08,786070.0,68.83,23.84,35.95,137.5,3000.0,0.0,2796117.42,2934963.82,0.0
Latvia,2015,22131121.24,10854359.6,100.0,100,1.0,-9.28,-9.28,5.47,8.51,41518.0,47.81,46.22,1.73,4.24,1857.87,0.0,1105815.26,3029024.89,152253.53,9.03,8.21,879534.0,71.23,23.08,30.83,89.85,3000.0,0.0,2827542.61,3181278.42,0.0
Macao,2015,13752584.09,1569650.82,100.0,100,1.0,-3.17,-3.17,4.0,4.2,22812.0,59.51,36.34,0.41,3.74,3000.0,0.0,94126.18,1106481.96,430452.44,10.01,10.79,602696.0,72.02,20.82,40.19,148.96,3000.0,0.0,1282030.54,1536934.4,0.0
Morocco,2015,52313047.79,25544217.48,100.0,100,1.0,-9.13,-9.13,3.4,4.54,108797.0,19.93,75.79,0.48,3.8,2922.46,0.0,11537742.32,39484515.46,1840545.73,9.26,11.01,1073629.0,70.85,22.77,13.86,49.1,3000.0,0.0,35437802.77,41325061.19,0.0
Moldova,2015,6053315.53,2359931.76,100.0,100,1.0,-13.41,-13.41,1.47,3.46,44041.0,11.64,80.35,0.21,7.8,513.0,0.0,536180.0,3140298.61,1017713.87,9.64,11.36,655388.0,70.32,22.16,24.92,86.93,3000.0,0.0,4036285.04,4158012.48,0.0
Madagascar,2015,3269740.85,2470618.47,100.0,100,1.0,-5.36,-5.36,2.27,2.74,25724.0,16.54,80.56,0.17,2.73,754.3,0.0,603663.53,3431531.44,518349.8,10.72,10.42,590609.0,71.87,20.76,40.35,129.0,3000.0,0.0,2985726.57,3949879.84,1.41
Maldives,2015,1543367.03,249703.36,100.0,100,1.0,-2.44,-2.44,4.16,1.97,7131.0,39.73,55.94,0.67,3.66,70.4,0.0,1585.91,295959.4,12576.58,9.58,12.37,290270.0,71.42,22.16,64.86,196.3,3000.0,0.0,173926.03,308535.98,0.0
Mexico,2015,401984585.66,404748315.1,100.0,100,1.0,-0.59,-0.59,3.77,4.71,270879.0,30.45,66.19,0.72,2.63,3000.0,0.0,82395875.71,412647395.02,7636814.8,8.72,8.54,1395648.0,70.02,24.05,6.84,23.7,3000.0,0.0,342091371.2,420284209.83,0.0
Marshall Islands,2015,18245908.61,639400.39,100.0,100,,,,5.37,0.78,2114.0,37.75,44.65,1.56,16.04,50.0,0.0,1361.69,210620.72,753830.2,9.05,5.14,135507.0,69.26,24.14,79.52,343.42,3000.0,0.0,877608.84,964450.92,0.0
North Macedonia,2015,10387558.17,5241211.27,100.0,100,1.0,-6.18,-6.18,0.98,2.07,64447.0,9.1,80.54,0.74,9.63,754.3,0.0,1008642.98,7649009.24,2154103.63,9.43,9.08,830051.0,70.15,22.63,20.26,72.7,3000.0,0.0,8807188.33,9803112.88,0.0
Mali,2015,4351556.51,3603156.55,100.0,100,,,,2.44,0.3,11455.0,29.3,68.86,0.12,1.72,60.0,0.0,1136.01,354291.6,3068567.59,9.57,5.53,496337.0,70.33,22.59,70.76,236.05,3000.0,0.0,3142575.86,3422859.19,0.0
Malta,2015,18355672.6,5346478.9,100.0,100,1.0,-10.35,-10.35,5.46,2.16,19516.0,45.33,52.76,0.22,1.7,3000.0,0.0,1315481.22,3239174.81,347776.56,8.97,4.71,527459.0,71.3,23.06,44.1,108.42,3000.0,0.0,2294368.73,3586951.37,0.0
Myanmar,2015,23281788.61,13459657.83,100.0,100,1.0,2.08,2.08,2.71,2.19,27472.0,27.43,69.67,0.23,2.67,830.74,0.0,2033207.05,4873442.13,8410927.17,10.08,8.22,640402.0,71.33,21.83,36.64,122.7,3000.0,0.0,12216878.08,13284369.3,0.0
Mongolia,2015,4264179.9,4542068.37,100.0,100,1.0,-13.98,-13.98,6.79,0.88,9064.0,31.52,63.52,0.66,4.3,754.3,0.0,51908.51,1541379.48,3067419.36,9.71,3.53,369033.0,69.45,22.74,75.28,242.54,3000.0,0.0,1575135.98,4608798.84,0.0
Northern Mariana Islands,2015,166310.1,3014.09,100.0,100,,,,4.31,1.98,723.0,43.43,55.74,0.14,0.69,830.74,0.0,1.2,1227.29,1975.08,10.06,7.63,76613.0,69.18,25.3,230.98,353.8,3000.0,0.0,2939.94,3202.37,0.0
Montenegro,2015,3131548.02,385077.32,100.0,100,1.0,-6.93,-6.93,0.79,0.43,19235.0,4.87,81.62,0.86,12.65,830.74,0.0,33637.87,220243.57,663838.8,9.54,7.71,516741.0,69.25,23.25,45.45,155.99,3000.0,0.0,767994.22,884082.37,0.0
Mozambique,2015,10680852.61,4360078.14,100.0,100,1.0,-4.9,-4.9,1.8,1.03,11143.0,9.15,88.93,0.18,1.73,754.3,0.0,429541.11,5427281.8,1676240.02,8.95,7.03,554468.0,68.98,24.41,78.94,249.81,3000.0,0.0,6521166.33,7103521.82,0.0
Mauritania,2015,3443237.41,2268480.85,100.0,100,1.0,0.84,0.84,6.61,1.6,7207.0,33.72,64.94,0.04,1.3,53.0,0.0,355.54,1083750.08,1922572.54,10.08,6.06,345870.0,71.39,21.82,73.68,252.34,3000.0,0.0,744560.98,3006322.63,0.0
Montserrat,2015,22365.53,4466.39,100.0,100,1.0,-15.89,-15.89,6.82,1.82,1524.0,26.9,73.1,0.0,0.0,45.0,0.0,0.0,706.37,1439.97,9.28,7.22,113552.0,72.18,23.49,92.65,229.99,3000.0,0.0,1317.28,2146.34,0.0
Mauritius,2015,5160933.34,3148739.81,100.0,100,1.0,-10.83,-10.83,2.84,3.99,37608.0,23.1,73.93,0.3,2.67,447.86,0.0,2025410.92,4226792.51,259487.3,9.43,15.4,866622.0,71.3,22.13,35.04,116.27,3000.0,0.0,4222725.44,4486273.09,6.73
Malawi,2015,1468975.07,942193.92,100.0,100,1.0,-9.2,-9.2,1.43,5.7,5493.0,19.3,79.99,0.22,0.49,350.0,0.0,211251.98,1352041.77,103427.27,9.55,22.73,346704.0,68.96,24.94,90.11,294.52,3000.0,0.0,1312596.19,1455469.04,0.0
Malaysia,2015,201293672.7,275162858.31,100.0,100,1.0,-8.15,-8.15,4.41,3.18,256544.0,54.78,42.3,0.77,2.15,3000.0,0.0,54149064.93,296786598.97,1453660.01,8.71,5.1,1393880.0,69.99,24.06,7.15,25.13,3000.0,0.0,157119769.57,298240245.69,13.3
Namibia,2015,7661313.06,3920425.27,100.0,100,1.0,-5.01,-5.01,4.05,1.67,21659.0,18.25,80.29,0.05,1.42,754.3,0.0,9684.94,2919541.75,2425184.8,9.52,8.73,872912.0,69.47,23.2,60.64,234.92,3000.0,0.0,4256259.68,5344726.55,0.0
New Caledonia,2015,3393135.29,1432519.26,100.0,100,1.0,-12.65,-12.65,5.74,0.71,8181.0,21.07,77.91,0.18,0.83,1301.88,0.0,277517.32,1270289.92,564761.84,9.53,3.48,454469.0,69.35,22.67,101.43,341.89,3000.0,0.0,608156.26,1835051.76,0.0
Niger,2015,1825865.57,1025816.57,100.0,100,1.0,6.9,6.9,2.83,13.61,8630.0,40.78,58.76,0.34,0.13,630.0,0.0,46.06,172729.72,1242589.69,9.35,3.43,383819.0,69.37,24.04,83.4,209.72,3000.0,0.0,1404556.97,1415319.41,0.0
Norfolk Island,2015,23135.06,5210.81,100.0,100,,,,7.58,2.94,323.0,61.3,37.46,1.24,0.0,35.0,0.0,0.22,1132.03,1377.81,7.72,4.1,36378.0,62.83,33.6,186.69,214.55,3000.0,0.0,2214.45,2509.84,0.0
Nigeria,2015,52019391.21,53307991.16,100.0,100,1.0,-14.73,-14.73,5.0,0.7,32829.0,53.43,38.92,1.58,6.07,2922.46,0.0,613370.97,102197765.85,688805.12,9.38,2.18,862866.0,69.93,23.49,40.65,132.25,3000.0,0.0,101315771.01,102886570.96,0.0
